Elf Code,Electrolyte,CE (%),LCE,Solvent_1,Solvent_2,Solvent_3,Solvent_4,Solvent_5,Salt_1,Salt_2,Salt_3,Method,Current (mA/cm2),Capacity (mAh/cm2),Cycle,Reference
643,0.8 M LiTFSI + 0.2 M LiODFB-FEC : FEON(1 : 9),98.63,1.863,C1C(OC(=O)O1)F:1.370999679,C(COCC(F)(F)F)C#N:7.071848465,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.8,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.2,,Aurbach,0.5,1,10,183
644,"0.8 M LiTFSI + 0.4 M LiDFOB DMA:FEC (7:3, vol%)",93.21,1.168,CN(C)C(C)=O:7.528696051,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.8,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.4,,Aurbach,0.5,1,10,184
645,"0.8 M LiTFSI + 0.4 M LiDFOB FDMA:FEC (7:3, vol%)",97.70,1.638,CN(C)C(=O)C(F)(F)F:6.2509745,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.8,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.4,,Aurbach,0.5,1,10,184
646,"0.8 M LiTFSI + 0.4 M LiDFOB FMMA:FEC (7:3, vol%)",98.12,1.726,CON(C)C(=O)C(F)(F)F:5.788401553,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.8,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.4,,Aurbach,0.5,1,10,184
647,"1 M LiFSI DMBn:DME (4:1, vol%)",99.65,2.453,COc1cccc(OC)c1:6.108859294,COCCOC:1.926320462,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Helena
648,"2 M LiFSI FDMBn:DME (1:1, vol%)",99.69,2.502,COc1cc(F)cc(OC)c1:3.749599744,COCCOC:4.815801154,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Helena
649,"2 M LiFSI 3FA:DME (1:1, vol%)",99.43,2.243,COc1cccc(F)c1:4.376437009,COCCOC:4.815801154,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Helena
650,"2 M LiFSI 4FPh:DME (1:1, vol%)",99.71,2.530,CCOC1=CC=C(F)C=C1:3.81706621,COCCOC:4.815801154,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Helena
651,"2 M LiFSI TTFMST:DME (1:1, vol%)",93.14,1.164,CC1=CC=CC=C1OS(=O)(=O)C(F)(F)F:2.851790175,COCCOC:4.815801154,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Helena
652,2 M LiFSI TMMS,99.01,2.003,CO[Si](OC)(C)OC:7.010717956,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Helena
653,2 M LiFSI TMMPS,99.06,2.029,COCCC[Si](OC)(OC)OC:5.120946989,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Helena
654,2 M LiFSI HMODS,97.89,1.676,CO[Si](OC)(OC)O[Si](OC)(OC)OC:4.373572783,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Helena
655,2 M TEMS,99.15,2.071,CCO[Si](OCC)(C)OCC:5.019629837,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Helena
656,"2 M F3EME:3FA (1:1, vol%)",99.65,2.456,COCCOCC(F)(F)(F):3.599747076,COc1cccc(F)c1:4.376437009,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Helena
657,"2 M FEC:3FA (1:1, vol%)",99.08,2.038,C1C(OC(=O)O1)F:6.854998397,COc1cccc(F)c1:4.376437009,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Helena
658,1 M LiFSI F2DEM/F5DEE/F3EME/F3DEE/BTFE,99.75,2.602,FCCOCOCCF:1.641450186,FC(F)COCCOCC(F)(F)(F):1.239597947,COCCOCC(F)(F)(F):1.43989883,FC(F)(F)COCCOCC:1.243116388,C(C(F)(F)F)OCC(F)(F)F:1.542247023,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Helena
659,1 M LiFSI TMMS/FB/Hex/TTE/F6,99.58,2.377,CO[Si](OC)(C)OC:1.402143591,C1=CC=C(C=C1)F:2.122788762,CCCCCC:1.529392652,FC(F)C(F)(F)COC(F)(F)C(F)F:1.320481554,FC(F)(F)COCCOCC(F)(F)(F):1.238258655,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Helena
660,1 M LiFSI TMMS/4FPh/FB/F4/F5,99.77,2.638,CO[Si](OC)(C)OC:1.402143591,CCOC1=CC=C(F)C=C1:1.526826484,C1=CC=C(C=C1)F:2.122788762,FC(F)COCCOCC(F)(F):1.304302093,FC(F)COCCOCC(F)(F)(F):1.239597947,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Helena
661,1.57 M LiPF6 0.71-TTE/0.29-DME,91.40,1.066,FC(F)C(F)(F)COC(F)(F)C(F)F:4.687709516,COCCOC:2.793164669,,,,[Li+].F[P-](F)(F)(F)(F)F:1.57,,,Aurbach,0.5,0.5,10,185
662,1.7 M LiClO4 0.77-TTE/0.23-DME,98.70,1.886,FC(F)C(F)(F)COC(F)(F)C(F)F:5.083853983,COCCOC:2.215268531,,,,[Li+].[O-]Cl(=O)(=O)=O:1.7,,,Aurbach,0.4,0.5,10,185
663,2.27 M LiClO4 0.74-anisole/0.26-DME,98.90,1.959,COC1=CC=CC=C1:6.808766414,COCCOC:2.5042166,,,,[Li+].[O-]Cl(=O)(=O)=O:2.27,,,Aurbach,0.4,0.5,10,185
664,1 M LiClO4 DOL/DME + 3 wt% LiNO3,99.10,2.046,O1CCOC1:7.15462080509733,COCCOC:4.81580115401687,,,,[Li+].[O-]Cl(=O)(=O)=O:1,[Li+].[N+](=O)([O-])[O-]:0.466376390904693,,Aurbach,0.4,0.5,10,185
665,1.7 M LiClO4 0.77-TTE/0.23-DME + 0.1 M LiNO3,99.10,2.046,FC(F)C(F)(F)COC(F)(F)C(F)F:5.083853983,COCCOC:2.215268531,,,,[Li+].[O-]Cl(=O)(=O)=O:1.7,[Li+].[N+](=O)([O-])[O-]:0.1,,Aurbach,0.4,0.5,10,185
666,"1.5 M LiTFSI + 0.5 M LiDFOB in DME/FEC, 7:3 by vol",97.00,1.523,COCCOC:6.742121616,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1.5,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.5,,Aurbach,0.5,1,10,186
667,"1.5 M LiTFSI + 0.5 M LiDFOB in DME/FEC/PFPN, 3:3:4 by vol",98.70,1.886,COCCOC:2.889480692,C1C(OC(=O)O1)F:4.112999038,CCOP1(=NP(=NP(=N1)(F)F)(F)F)F:2.269173424,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1.5,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.5,,Aurbach,0.5,1,10,186
668,"1 m LiFSI-TTE/DME (7 : 1, v : v)",98.60,1.854,FC(F)C(F)(F)COC(F)(F)C(F)F:5.777106798,COCCOC:1.203950289,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,1,1,10,187
669,"1 m LiFSI-TFMP/DME (7 : 1, v : v)",99.60,2.398,COCC(C(F)F)(F)F:7.103984118,COCCOC:1.203950289,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,1,1,10,187
670,"0.5 M LiFSI in 1,4-DOX",94.90,1.292,O1CCOCC1:10.37892882,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.5,,,Aurbach,0.5,1,10,188
671,"0.3 M LiFSI + 0.2 M LiTFSI in 1,4-DOX",99.20,2.097,O1CCOCC1:10.37892882,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.3,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.2,,Aurbach,0.5,1,10,188
672,2.2 M LiFSI TMMS,99.20,2.097,CO[Si](OC)(C)OC:7.010717956,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.2,,,Aurbach,0.5,1,10,189
673,2.2 M LiFSI TFPDS (DMOTFS),99.60,2.398,CO[Si](C)(CCC(F)(F)F)OC:5.384425216,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.2,,,Aurbach,0.5,1,10,189
674,1.4 M LiNO3 in TEP:FEC = 75:25 v/v,96.89,1.507,CCOP(=O)(OCC)OCC:4.413871855,C1C(OC(=O)O1)F:3.427499199,,,,[Li+].[N+](=O)([O-])[O-]:1.4,,,Aurbach,0.5,1,10,190
675,1.0 M LiNO3 + 0.2 M LiTFSI + 0.2 M LiFSI in TEP:FEC = 75:25 v/v,97.28,1.565,CCOP(=O)(OCC)OCC:4.413871855,C1C(OC(=O)O1)F:3.427499199,,,,[Li+].[N+](=O)([O-])[O-]:1,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.2,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.2,Aurbach,0.5,1,10,190
676, 1.0 M LiNO3 + 0.2 M LiTFSI + 0.2 M LiFSI in TEP:FEC:TTE:BTFE = 52.5:17.5:15:15 v/v,98.72,1.893,CCOP(=O)(OCC)OCC:3.089710298,C1C(OC(=O)O1)F:2.399249439,FC(F)C(F)(F)COC(F)(F)C(F)F:0.9903611655,C(C(F)(F)F)OCC(F)(F)F:1.156685267,,[Li+].[N+](=O)([O-])[O-]:1,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.2,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.2,Aurbach,0.5,1,10,190
677,1 M LiFSI + 0.3 M LiPO2F2 + 0.2 M LiNO3 in DME,99.42,2.237,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].FP(F)(=O)([O-]):0.3,[Li+].[N+](=O)([O-])[O-]:0.2,Aurbach,0.5,0.5,10,191
678,1 M LiFSI in DME,98.87,1.947,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,0.5,10,191
679,5 M LiFSI in DME,96.83,1.499,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:5,,,Aurbach,0.5,0.5,10,191
680,2 M LiFSI DME,98.80,1.921,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,1,1,10,192
681,2 M LiFSI M4C,99.50,2.301,COCCOCCCC:7.825309286,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,1,1,10,192
682,2 M LiFSI M6C,98.80,1.921,COCCOCCCCCC:6.340478061,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,1,1,10,192
683,2 M LiFSI M4C,98.80,1.921,COCCOCCCC:7.825309286,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Cycle,1,1,200,192
684,2 M LiFSI M6C,98.30,1.770,COCCOCCCCCC:6.340478061,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Cycle,1,1,200,192
685,LiFSI:DEE:FDMN:TTE = 1:1:0.5:3,99.30,2.155,CCOCCOCC:1,COC(CF)OC:0.5,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.5,1,450,193
686,LiFSI:DEE:FDMN:TTE = 1:1:0.5:3,99.20,2.097,CCOCCOCC:1,COC(CF)OC:0.5,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,3,1,200,193
687,8IPF-2FEC,97.30,1.569,C(=O)OC(C)C:2.74,C1C(OC(=O)O1)F:8.03,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.67,,,Aurbach,0.5,0.5,10,194
688,8IPF-2FEC-5TFE,98.20,1.745,C(=O)OC(C)C:1.83,C1C(OC(=O)O1)F:5.35,C(C(F)(F)F)OC(C(F)F)(F)F:2.48,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.67,,,Aurbach,0.5,0.5,10,194
689,"1 M LiTFSI in MA/FEC (6:1, vol%)",97.70,1.638,CC(=O)OC:10.78,C1C(OC(=O)O1)F:1.96,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,8,195
690,"1 M LiTFSI + 0.25 M LiDFOB in MA/FEC (6:1, vol%)",94.51,1.260,CC(=O)OC:10.78,C1C(OC(=O)O1)F:1.96,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.25,,Aurbach,0.5,1,8,195
691,"1 M LiTFSI + 0.25 M LiDFOB in MA/FEC/TTE (6:1:21, vol%)",98.17,1.738,CC(=O)OC:10.78,C1C(OC(=O)O1)F:1.96,FC(F)C(F)(F)COC(F)(F)C(F)F:19.8,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.25,,Aurbach,0.5,1,8,195
692,1.5 M LiFSI MME,99.33,2.174,CCOCOC:9.531735464,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,0.5,1,10,196
693,1.5 M LiFSI DFME,99.76,2.620,C(F)(F)COCOC:7.930214116,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,0.5,1,10,196
694,1.5 M LiFSI TFME,99.73,2.569,C(F)(F)C(F)(F)COCOC:6.86502754,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,0.5,1,10,196
695,1.5 M LiFSI MME,98.92,1.967,CCOCOC:9.531735464,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Cycle,1,1,250,196
696,1.5 M LiFSI DFME,99.25,2.125,C(F)(F)COCOC:7.930214116,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Cycle,1,1,500,196
697,1.5 M LiFSI TFME,99.05,2.022,C(F)(F)C(F)(F)COCOC:6.86502754,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Cycle,1,1,350,196
